ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001532155-25-000166	202028	0001333986	028-19172			Equitable Holdings, Inc.
0000895421-25-000518	201989	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000517	202232	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000516	201969	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000515	202030	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000514	202850	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000513	202193	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000512	202513	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000511	203072	0000895421	028-03432			MORGAN STANLEY
0000950123-25-008482	202350		028-14349			Brookfield Corporation
0000950123-25-008480	202235		028-14349			Brookfield Corp
0000895421-25-000510	202531	0000895421	028-03432			MORGAN STANLEY
0000950123-25-008477	202345		028-14349			Brookfield Corporation
0000950123-25-008475	203136		028-14349			Brookfield Corporation
0000895421-25-000509	202510	0000895421	028-03432			MORGAN STANLEY
0000950123-25-008473	202360		028-14349			Brookfield Corporation
0000895421-25-000508	202124	0000895421	028-03432			MORGAN STANLEY
0000950123-25-008469	202062		028-14349			Brookfield Corporation
0000895421-25-000507	202305	0000895421	028-03432			MORGAN STANLEY
0000950123-25-008468	202453		028-14349			Brookfield Corporation
0000895421-25-000506	202620	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000505	202192	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000504	203130	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000503	202573	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000501	203148	0000895421	028-03432			MORGAN STANLEY
0000895421-25-000499	202545	0002026079	028-24289			Morgan Stanley Institutional Investment Advisors LLC
0000769993-25-000549	202877	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0001739439-25-000025	202884	0001739439				Rockefeller Capital Management L.P.
0001405086-25-000224	202333	0001259927	028-10797	001576735		LASRY MARC
0001046192-25-000015	202357	0001046192	028-10601			CANADA LIFE ASSURANCE Co
0000769993-25-000553	202948	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000769993-25-000550	203016	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000950123-25-008441	203055		028-05810			UNITED SERVICES AUTOMOBILE ASSOCIATION
0001046192-25-000016	202554	0001046192	028-10601			CANADA LIFE ASSURANCE Co
0001694126-25-000006	203077	0001694126	028-17717			Harvest Fund Management Co., Ltd
0001172661-25-003559	203125	0001845766	028-20760	000283303	801-110652	Lebenthal Global Advisors, LLC
0001624489-25-000008	202155	0001538449	028-14623			Mawer Investment Management Ltd.
0001533421-25-000016	203149	0001533421	028-15416			Tower Research Capital LLC (TRC)
0001046192-25-000013	202577	0001800916	028-19820	000305404		Value Partners Investments Inc.
0001739439-25-000024	202588	0001739439				Rockefeller Capital Management L.P.
0001046192-25-000014	203155	0001046192	028-10601			CANADA LIFE ASSURANCE Co
0000769993-25-000554	201959	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000850401-25-000023	201962	0000850401	028-02494			TCW GROUP INC
0000850401-25-000023	201963	0001125816	028-06487			FIRST TRUST ADVISORS LP
0000835587-25-000016	201998		028-21480			National Bank of Canada /FI/
0000850401-25-000022	202067	0000850401	028-02494			TCW GROUP INC
0001405086-25-000225	202073	0001259927	028-10797	001576735		LASRY MARC
0000769993-25-000552	202078	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000850401-25-000021	202666	0000850401	028-02494			TCW GROUP INC
0001739439-25-000026	202084	0001739439				Rockefeller Capital Management L.P.
0001533421-25-000014	202091	0001533421	028-15416			Tower Research Capital LLC (TRC)
0001624489-25-000008	202150	0000938206	028-04207			DRIEHAUS CAPITAL MANAGEMENT LLC
0001624489-25-000008	202151	0001341401	028-11487			River Road Asset Management, LLC
0001624489-25-000008	202152	0001310051	028-11012			Pier Capital, LLC
0001624489-25-000008	202153	0001591546	028-15835			Pacific Ridge Capital Partners, LLC
0001624489-25-000008	202154	0001364615	028-11964			Aperio Group, LLC
0001178913-25-002942	202847	0001603837	028-16590			Ion Asset Management Ltd.
0000950123-25-008452	202817		028-21340	000290193	801-112570	Oaktree Fund Advisors, LLC
0000950123-25-008452	202816		028-05050	000106793	801-48923	Oaktree Capital Management, L.P.
0001533421-25-000015	202813	0001533421	028-15416			Tower Research Capital LLC (TRC)
0000769993-25-000548	202230	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0001178913-25-002944	202195	0001603837	028-16590			Ion Asset Management Ltd.
0001624489-25-000008	202156	0001386060	028-12484			Boston Partners
0000950123-25-008456	202460		028-05810			UNITED SERVICES AUTOMOBILE ASSOCIATION
0001772938-25-000003	202459	0001772937	028-19460			Tolleson Wealth Management, Inc.
0000769993-25-000551	202444	0000886982	028-04981			GOLDMAN SACHS GROUP INC
0000950123-25-008448	203133		028-05810			UNITED SERVICES AUTOMOBILE ASSOCIATION
0001172661-25-003545	202205	0001600344	028-22181	000136591	801-64978	Lighthouse Investment Partners, LLC
0001084208-25-000017	202157	0000720005	028-24793		001-09109	RAYMOND JAMES FINANCIAL INC
0001739439-25-000023	201972	0001739439				Rockefeller Capital Management L.P.
0001502149-25-000026	202624		028-14018			Transamerica Financial Advisors, LLC
0001502149-25-000026	202625		028-13378			AEGON USA Investment Management LLC
0000850401-25-000020	203008	0000850401	028-02494			TCW GROUP INC
0000046195-25-000027	202832		028-00416			Bank of Hawaii
0001172661-25-003540	202000	0001600344	028-22181	000136591	801-64978	Lighthouse Investment Partners, LLC
0001084208-25-000016	202566	0000720005	028-24793		001-09109	RAYMOND JAMES FINANCIAL INC
0001273087-25-000030	202881	0001273087	028-10684			MILLENNIUM MANAGEMENT LLC
0001580642-25-005152	202072		028-13550			Mariner, LLC
0001013594-25-001047	202852		028-20282	000307151	801-119969	Elliott Investment Management L.P.
0001772937-25-000011	202252	0001772937	028-19460			Tolleson Wealth Management, Inc.
0001013594-25-001046	202885		028-20282	000307151	801-119969	Elliott Investment Management L.P.
0001140361-25-031305	202812	0001080818	028-04371			ENTRUST GLOBAL PARTNERS L L C
0001104659-25-078768	203063	0001265131	028-15359			Hilltop Holdings Inc.
0001104659-25-078767	202454	0001265131	028-15359			Hilltop Holdings Inc.
0001502149-25-000023	202122	0001633901	028-16706			Betterment LLC
0001104659-25-078764	202250	0001265131	028-15359			Hilltop Holdings Inc.
0000950123-25-008437	202146		028-21340	000290193	801-112570	Oaktree Fund Advisors, LLC
0000950123-25-008437	202145		028-05050	000106793	801-48923	Oaktree Capital Management, L.P.
0001012975-25-000462	202928	0001586986	028-16049	000166102	801-79375	Electron Capital Partners, LLC
0001104659-25-078756	202077	0001265131	028-15359			Hilltop Holdings Inc.
0001012975-25-000461	203113	0001512397	028-14346	000157483	801-73337	Knighthead Capital Management, LLC
0001104659-25-078753	202026	0001260786	028-16262			CONSOLIDATED PRESS INTERNATIONAL HOLDINGS LTD
0001104659-25-078751	202622	0001260786	028-16262			CONSOLIDATED PRESS INTERNATIONAL HOLDINGS LTD
0000947871-25-000774	202134	0002012090	028-23942			Unisphere Establishment
0001104659-25-078750	202229	0001260786	028-16262			CONSOLIDATED PRESS INTERNATIONAL HOLDINGS LTD
0001273087-25-000028	202538	0001745981	028-18889			WORLDQUANT MILLENNIUM ADVISORS LLC
0002027344-25-000008	202019	0001888968	028-22610			KIM, LLC
0001012975-25-000460	202492	0001512397	028-14346	000157483	801-73337	Knighthead Capital Management, LLC
0000950123-25-008435	203046		028-13114			Blackstone Inc
0000947871-25-000773	202484	0002012090	028-23942			Unisphere Establishment
0001112520-25-000021	201970	0001112520	028-06599			AKRE CAPITAL MANAGEMENT LLC
0001103882-25-000008	202837	0001856405	028-21820	000291738	801-112410	SONA ASSET MANAGEMENT (US) LLC
0001772937-25-000010	202949	0001772937	028-19460			Tolleson Wealth Management, Inc.
0001012975-25-000459	203011	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0000947871-25-000772	201964	0002012090	028-23942			Unisphere Establishment
0001012975-25-000458	202217	0001586986	028-16049	000166102	801-79375	Electron Capital Partners, LLC
0001012975-25-000457	202849	0001512397	028-14346	000157483	801-73337	Knighthead Capital Management, LLC
0001172661-25-003522	202519	0002011872	028-24707	000318816		Advyzon Investment Management, LLC
0001172661-25-003522	202520	0001566653				Freedom Investment Management, Inc.
0001172661-25-003522	202524	0001802647	028-20154			Orion Portfolio Solutions
0001172661-25-003522	202522	0001008967				PEEPLES TOM
0001172661-25-003522	202523	0001593387				Geowealth Management, LLC
0001172661-25-003522	202521	0001113802				ADHESION WEALTH ADVISOR SOLUTIONS, INC.
0000947871-25-000770	202087	0002012090	028-23942			Unisphere Establishment
0001012975-25-000456	202337	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0001012975-25-000455	202245	0001512397	028-14346	000157483	801-73337	Knighthead Capital Management, LLC
0001985479-25-000010	203145	0001543170	028-16511	000163427	801-80025	Spruce House Investment Management LLC
0001012975-25-000454	202842	0001586986	028-16049	000166102	801-79375	Electron Capital Partners, LLC
0001426821-25-000002	203095	0001273087	028-10684			MILLENNIUM MANAGEMENT LLC
0000905148-25-002965	203071	0001054587	028-06663	000107913	801-56729	Sculptor Capital LP
0000919574-25-004913	202292	0001056831	028-06994	000107987	801-54831	FAIRHOLME CAPITAL MANAGEMENT LLC
0001012975-25-000453	202819	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0001140361-25-031287	202125	0001687163	028-17865			Yorktown XI Associates LLC
0001140361-25-031287	202126	0001667954	028-17860			Yorktown Energy Partners XI, L.P.
0001140361-25-031286	203068	0001698089	028-17928			Yorktown XI Co LP
0001140361-25-031286	203067	0001667954	028-17860			Yorktown Energy Partners XI, L.P.
0001140361-25-031285	202580	0001503466	028-17881			Yorktown Energy Partners IX, L.P.
0001140361-25-031285	202581	0001689134	028-17867			Yorktown IX Co LP
0001140361-25-031283	202925	0001688467	028-17862			Yorktown X Co LP
0001140361-25-031283	202924	0001577919	028-17861			Yorktown Energy Partners X, L.P.
0001140361-25-031282	202058	0001473116	028-17371			Yorktown Energy Partners VIII, L.P.
0001140361-25-031282	202059	0001473118	028-17372			Yorktown VIII Co LP
0001140361-25-031281	201922	0001526187	028-17866			Yorktown IX Associates LLC
0001140361-25-031281	201921	0001503466	028-17881			Yorktown Energy Partners IX, L.P.
0001140361-25-031279	202627	0001473117	028-17367			Yorktown VIII Associates LLC
0001140361-25-031279	202626	0001473116	028-17371			Yorktown Energy Partners VIII, L.P.
0001012975-25-000451	202366	0001319998	028-11745	000161754	801-74264	Southpoint Capital Advisors LP
0000921895-25-002306	202487	0001334429	028-15403	000115197	801-78141	BIGLARI CAPITAL CORP.
0001172661-25-003515	203031	0001055951	028-06774	000118608	801-61046	ORBIMED ADVISORS LLC
0000921895-25-002305	202349	0001334429	028-15403	000115197	801-78141	BIGLARI CAPITAL CORP.
0001999371-25-011374	203066	0001276144	028-10679			CLOUGH CAPITAL PARTNERS L P
0000950123-25-008426	202223		028-20837			ABG Innovation Capital Partners III GP Limited
0000950123-25-008426	202224		028-20834	000291072	801-121984	Ally Bridge Group (NY) LLC
0000919574-25-004912	202665	0001358253	028-11896	000138306	801-65608	TIG Advisors, LLC
0000905148-25-002958	202237	0002022949	028-24301			COMMON FUND FOR NONPROFIT ORGANIZATIONS
0001345471-25-000027	202343	0001345471	028-12039	000154172	801-71968	TRIAN FUND MANAGEMENT, L.P.
0000921895-25-002304	202950	0001334429	028-15403	000115197	801-78141	BIGLARI CAPITAL CORP.
0000919574-25-004910	203109	0001317588	028-11161	000137183	801-65657	ABRAMS BISON INVESTMENTS, LLC
0000919574-25-004909	203027	0001358253	028-11896	000138306	801-65608	TIG Advisors, LLC
0001172661-25-003512	202079	0001336528	028-11694	000132982	801-63688	Pershing Square Capital Management, L.P.
0001104659-25-078684	202382	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0001172661-25-003511	202619	0001541901	028-15266	000160113	801-73723	Encompass Capital Advisors LLC
0001104659-25-078681	202351	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0001172661-25-003510	202912	0001541901	028-15266	000160113	801-73723	Encompass Capital Advisors LLC
0001104659-25-078679	201954	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0001756272-25-000009	202391					Enstar Group LTD
0001104659-25-078676	201987	0001259313	028-12990	000130074	801-63800	ARES MANAGEMENT LLC
0001207017-25-000065	203023	0001207017	028-10469			LAZARD ASSET MANAGEMENT LLC
0001172661-25-003508	202063	0001541901	028-15266	000160113	801-73723	Encompass Capital Advisors LLC
0001633870-25-000003	202814	0001103882	028-05431			Paloma Partners Management Co
0000905148-25-002953	203078	0001250731	028-17941			CHAI TRUST CO LLC
0001082045-25-000006	203045	0000003520	028-00869	000106750	801-6709	FRED ALGER MANAGEMENT, LLC
0000905148-25-002951	202567	0001250731	028-17941			CHAI TRUST CO LLC
0001363829-25-000154	202870					Cavello Bay Reinsurance LTD
0000950123-25-008413	202339					Deer Management Co. LLC
0000950123-25-008417	202123					Deer Management Co. LLC
0000950123-25-008415	202876					Deer Management Co. LLC
0000950123-25-008416	202304		028-06663	000107913	801-56729	Sculptor Capital LP
0000950123-25-008411	202443					Deer Management Co. LLC
0000950123-25-008412	202578					Deer Management Co. LLC
0000950123-25-008409	203154					Deer Management Co. LLC
0000950123-25-008410	201955					Deer Management Co. LLC
0000905148-25-002947	203022	0001856405	028-21820	000291738	801-112410	SONA ASSET MANAGEMENT (US) LLC
0000905148-25-002946	202216	0001512857	028-14379	000161292	802-74971	Brevan Howard Capital Management LP
0001172661-25-003505	202003	0001702490	028-18498			Deer Park Road Corp
0000905148-25-002944	202918	0001512857	028-14379	000161292	802-74971	Brevan Howard Capital Management LP
0000905148-25-002943	202592	0001512857	028-14379	000161292	802-74971	Brevan Howard Capital Management LP
0001345471-25-000026	202841	0001345471	028-12039	000154172	801-71968	TRIAN FUND MANAGEMENT, L.P.
0001172661-25-003502	202830	0001702490	028-18498			Deer Park Road Corp
0001104659-25-078653	202012	0001162870	028-14208			WARBURG PINCUS LLC
0000905148-25-002942	202140	0001512857	028-14379	000161292	802-74971	Brevan Howard Capital Management LP
0001999371-25-011364	201999		028-02616			Angelo Gordon & Co., L.P.
0000950123-25-008407	202010		028-02682			UBS AM, a distinct business unit of UBS Asset Management Americas LLC
0001172661-25-003499	202582	0001702490	028-18498			Deer Park Road Corp
0000905148-25-002939	202387	0002032200	028-24326			Orion Resource Partners LP
0001207017-25-000063	203058	0001692234	028-17598			Russell Investments Group, Ltd.
0000899140-25-000994	203131	0001127799	028-17038			Zurich Insurance Group Ltd/FI
0001085146-25-005295	202585	0001167456	028-10114	000114626	801-60678	AQR Arbitrage LLC
0001345471-25-000025	203120	0001345471	028-12039	000154172	801-71968	TRIAN FUND MANAGEMENT, L.P.
0001085146-25-005294	203106	0001167557	028-10120	000111883	801-55543	AQR CAPITAL MANAGEMENT LLC
0001085146-25-005294	203107	0001167456	028-10114	000114626	801-60678	AQR Arbitrage LLC
0001418812-25-000025	202618	0001351069				ValueAct Capital Management, L.P.
0001172661-25-003491	202210	0001728850		000158272	801-74052	LSP Investment Advisors, LLC
0001085146-25-005293	202534	0001637460	028-18778			Man Group plc
0001446114-25-000039	202775	0001446114	028-13214	000124674	801-61770	Ancora Advisors LLC
0001415889-25-021855	202149	0002065606		000163168	802-75466	Notable Capital Management, L.L.C.
0001012975-25-000449	202669	0001631543	028-17297	000157939	801-73682	Raine Capital LLC
0001172661-25-003489	202518	0001352924	028-15101	000161331	801-79576	Caledonia (Private) Investments Pty Ltd
0001085146-25-005292	202664	0001692234	028-17598			Russell Investments Group, Ltd.
0001085146-25-005292	202663	0001637460	028-18778			Man Group plc
0001446114-25-000038	203059	0001446114	028-13214	000124674	801-61770	Ancora Advisors LLC
0000902664-25-003670	202599	0002017863	028-24178	000330656		Point72 (DIFC) Ltd
0000902664-25-003670	202598	0002006887	028-23927	000329574		Point72 Italy, S.r.l.
0000902664-25-003670	202593	0001949771	028-23094	000323525		Point72 Middle East FZE
0000902664-25-003670	202594	0001603465	028-16258	000292081		Cubist Systematic Strategies, LLC
0000902664-25-003670	202595	0001599822	028-16027	000292047		Point72 Hong Kong Ltd
0000902664-25-003670	202596	0001698051	028-17887	000292074		Point72 Europe (London) LLP
