ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001104659-25-077560	1	126	2223525461	
0001104659-25-077556	0	1018	22558606884	
0001012975-25-000440	2	20	63431048	N
0001667731-25-001112	0	131	340162755	
0001104659-25-077551	0	46	90011639	
0000950142-25-002152	0	4	358766872	
0001104659-25-077550	1	571	2134067550	
0001706013-25-000007	0	75	1282958963	N
0001443689-25-000014	0	55	2590867093	Y
0001580642-25-005096	2	1428	1026570380	
0001104659-25-077549	0	403	10525359959	
0001104659-25-077548	1	119	708801500	
0000803016-25-000021	0	42	240517313	N
0001104659-25-077547	1	641	8891924829	
0001104659-25-077546	0	2	131661551	
0001956649-25-000004	0	81	145018970	N
0001667731-25-001111	0	79	129566377	
0001432529-25-000008	0	512	3515425322	N
0001012975-25-000438	1	12	161342907	N
0001104659-25-077543	0	1	30755902	
0001835407-25-000004	0	4	472945086	N
0001398344-25-015278	2	1366	41903529040	
0000950123-25-007833	0	4	237567809	N
0001104659-25-077536	0	3	1053267422	
0001213900-25-075653	0	3	9609457787	
0001104659-25-077532	0	6	896638110	
0000040729-25-000022	2	105	885191628	N
0001667731-25-001110	0	188	479012597	
0001104659-25-077530	0	6	1241731234	
0001011438-25-000422	0	119	264693147	
0001036248-25-000008	0	129	910401483	N
0001475045-25-000006	2	1374	3562681215	N
0001667731-25-001109	0	57	93648944	
0002023570-25-000005	0	1268	236858635	N
0001104659-25-077527	0	5	459607523	
0001415889-25-021634	1	1	67976906	N
0001085146-25-005026	1	24	11606071163	N
0001085146-25-005024	0	18	434269391	N
0001085146-25-005025	0	29	175460344	N
0000921895-25-002194	3	60	974590161	
0000921895-25-002193	3	12	389795268	
0001085146-25-005022	0	56	425206644	N
0001085146-25-005023	0	12	72922531	N
0001085146-25-005021	1	174	650932007	N
0001085146-25-005020	0	13	182774011	N
0001085146-25-005019	0	8	489084807	N
0001085146-25-005018	0	248	450325970	N
0001512162-25-000047	0	105	3228764	N
0001085146-25-005017	0	38	112484540	N
0001085146-25-005016	0	106	587747237	N
0001085146-25-005015	0	47	965689129	N
0001085146-25-005014	0	0	0	N
0001085146-25-005013	0	724	1057403462	N
0001085146-25-005012	0	560	17437862199	N
0001085146-25-005011	5	1334	48857881606	N
0001420506-25-001956	0	42	281518603	N
0001213900-25-075639	0	126	952844877	
0001214659-25-011975	0	142	572207569	
0000902664-25-003554	0	9	58627004	
0001398344-25-015268	0	29	3414547293	
0000950123-25-007831	0	109	10275076905	N
0001645890-25-000004	0	285	1062530106	N
0001062993-25-014288	0	9	251912014	N
0001766561-25-000003	0	35	66102	N
0000926171-25-000011	4	5709	106763227219	N
0001754960-25-000599	0	101	170774983	N
0002041943-25-000003	0	763	146674302	N
0001986152-25-000062	0	2274	308767077	N
0001174850-25-000038	0	212	578745415	N
0001569884-25-000010	0	96	375963166	N
0001214659-25-011974	0	115	161537436	
0001172661-25-003151	0	585	24791713463	
0000950123-25-007828	0	1	60233193	N
0001176347-25-000008	0	4	630814	N
0001765380-25-000373	0	60	590587452	N
0001077428-25-000139	0	138	276461985	N
0001802655-25-000006	0	358	1070856675	N
0001584801-25-000004	0	36	1293954787	N
0001172661-25-003149	1	1715	6115299626	
0001256484-25-000028	11	20680	727164885290	N
0001037389-25-000034	0	3522	75171481593	N
0002055216-25-000003	0	156	134724748	N
0000943663-25-000224	0	99	6318128147	
0001018331-25-000006	7	2064	63029874	
0001172661-25-003147	0	120	897420021	
0001044797-25-000004	1	84	2065330562	N
0001349353-25-000008	0	15	463483227	N
0001376474-25-000744	0	167	205506820	
0001775863-25-000008	0	407	1175358296	N
0001172661-25-003146	0	89	344101713	
0001214659-25-011971	0	22	69195798	
0000312069-25-000558	6	11369	251887114	N
0001047859-25-000004	0	15	62955690	N
0000897069-25-001322	0	2053	17355383827	
0001593387-25-000006	2	1307	2561795382	N
0001361974-25-000011	0	176	17550958	N
0001694127-25-000003	0	8	250186826	N
0001283072-25-000004	4	2973	12600203061	N
0001172661-25-003144	0	72	81554448	
0001172661-25-003143	0	105	3596574628	
0001633227-25-000003	0	125	793715356	N
0001214659-25-011968	0	114	202554611	
0001172661-25-003142	0	185	419755432	
0001767812-25-000005	0	60	422815429	N
0000913760-25-000176	3	346	245304775	
0001353098-25-000005	0	16	287405158	N
0002058915-25-000004	4	1169	219822769	N
0001214659-25-011966	0	190	611046832	
0001172661-25-003141	1	4175	55126758564	
0000914208-25-000341	14	24840	587990232435	N
0000724683-25-000112	0	20	129642038	N
0001807270-25-000004	1	498	100922376	N
0001172661-25-003140	0	3	71429166	
0001172661-25-003139	0	4430	25746124546	
0001110806-25-000003	0	244	1303397	N
0001104659-25-077496	0	24	486327395	
0000913760-25-000175	3	515	1579166817	
0001812853-25-000004	0	235	138858138	N
0001768089-25-000005	0	124	317593590	N
0001894571-25-000005	0	19	1117415850	N
0001713521-25-000004	0	107	356496193	N
0001104659-25-077492	0	25	395968030	
0001463217-25-000006	0	1352	138503313	N
0001445546-25-005500	4	2844	124337582051	
0001828822-25-000003	0	19	124399692	N
0001172661-25-003138	0	6	268064106	
0000892712-25-000095	0	289	1031981446	N
0001315863-25-000601	0	45	5955315478	N
0000913760-25-000174	3	426	252859171	
0000884589-25-000009	0	581	4194667915	N
0002033266-25-000005	1	231	163434145	N
0001964437-25-000008	0	24	246760882	N
0001420506-25-001938	0	28	159991231	N
0000913760-25-000173	3	433	1566820827	
0001710537-25-000006	2	12073	2214770369	N
0000950123-25-007808	3	189	201950275	N
0001123292-25-000359	2	2	466372349	
0002035601-25-000004	0	94	168360314	N
0001555512-25-000003	0	20	228817307	N
0001322853-25-000007	0	53	439203297	N
0001656150-25-000003	0	55	172887866	N
0001623632-25-000972	7	4129	53114491069	
0001162695-25-000003	0	57	678392985	N
0001651023-25-000006	0	677	3252649291	N
0001214659-25-011960	0	64	469667517	
0000913760-25-000172	2	388	222969180	
0001872130-25-000011	0	54	96555458	N
0001785545-25-000005	0	229	489449829	N
0000913760-25-000171	2	303	1151995174	
0001730299-25-000003	0	64	144569	N
0000929638-25-003005	2	2	388	
0000929638-25-003004	1	295	4373518	
0000913760-25-000170	2	376	213844899	
0001104659-25-077468	0	78	254393302	
0000919458-25-000003	0	511	1388657497	N
0001214659-25-011958	0	54	1451547482	
0001600583-25-000006	0	41	111467800	N
0000913760-25-000169	2	295	1039239381	
0001951757-25-001085	1	114	118720631	N
0001951757-25-001084	0	164	173287539	N
0001398344-25-015245	0	65	706864136	
0001172661-25-003135	0	25	15031700325	
0001286534-25-000003	0	76	495716	N
0001062993-25-014282	0	652	128163505113	N
0001626220-25-000006	0	34	2422117619	N
0001606720-25-000004	1	38	362780251	N
0001420506-25-001929	0	39	594314614	N
0001940033-25-000005	0	159	304099166	N
0001020066-25-000029	0	20	507820315	N
0001951757-25-001083	4	1179	10320384907	N
0001701879-25-000003	0	85	11654011	N
0001398344-25-015242	0	127	441434242	
0002079921-25-000002	1	27	110086009	N
0001689013-25-000004	0	302	660790681	N
0002035601-25-000003	0	121	220469340	N
0000071633-25-000012	0	5	351300766	N
0001759354-25-000005	0	46	167854769	N
0001349434-25-000003	0	56	3753739100	N
0001020066-25-000028	0	66	34831307652	N
0001727573-25-000011	0	68	336083840	N
0002011325-25-000004	0	18	189805232	N
0001398344-25-015239	0	18	129471009	
0002079995-25-000003	0	169	121356358	N
0001420506-25-001926	0	267	69607395	N
0002079995-25-000002	0	159	116649824	N
0001080132-25-000003	0	89	249291638	N
0002079995-25-000001	0	156	116588168	N
0001104659-25-077455	0	495	755681029	
0000898432-25-000599	1	483	3564828448	
0000944733-25-000003	0	44	219844357	N
0001908612-25-000006	0	97	201818583	N
0000914208-25-000340	0	7	71081696	N
0000898432-25-000597	0	20	85503410	
0000919574-25-004558	4	243	3562462717	
0001971875-25-000003	0	196	346568083	N
0001402828-25-000008	1	1919	141499615573	N
0001214659-25-011950	0	52	261839408	
0001021117-25-000003	0	130	556259999	N
0002080423-25-000002	0	231	811255206	N
0001512901-25-000003	0	111	463554136	N
0002055574-25-000003	0	46	154757013	N
0001512991-25-000030	0	1595	3900438979	N
0000950123-25-007797	7	12763	29104088084	N
0001034541-25-000005	0	28	3418883792	N
0001041062-25-000152	3	454	11064960484	N
0002010278-25-000005	0	149	509279977	N
0000919574-25-004555	2	7	287374223	
0001420506-25-001923	0	62	833769194	N
0000898432-25-000595	0	19	69161354	
0001140361-25-030741	1	84	595043651	
0001962933-25-000004	0	97	349023957	N
0001104659-25-077447	0	116	311590319	
0001677044-25-000015	4	14286	45316526646	N
0001765380-25-000372	0	167	277332564	N
0002000324-25-002721	0	304	8391819851	N
0001104659-25-077444	0	1	177230	
0001915842-25-000018	0	103	6250130186	N
0002059579-25-000004	0	69	230398497	N
0001104659-25-077440	0	120	134104819	
0001951757-25-001082	0	56	195971638	N
0001104659-25-077438	0	418	1492855641	
0001085936-25-000028	2	398	3748107087	N
0001642570-25-000009	0	202	804492654	N
0001420506-25-001916	0	43	269067590	N
0001104659-25-077432	0	31	182841777	
0002051605-25-000004	0	173	142737269	N
0000945621-25-000757	4	525	6190318561	
0001630709-25-000005	0	11	96754149	N
0001941040-25-000482	0	25	1659068726	
0001104659-25-077427	0	253	701997290	
0001855713-25-000007	0	527	1546250396	N
0001214659-25-011946	0	38	160612015	
0001104659-25-077422	0	217	856083601	
0001398344-25-015229	0	255	2049159536	
0001511291-25-000003	0	30	354466	N
0001986152-25-000061	0	85	401670269	N
0000919574-25-004549	0	6	294568075	
0000945621-25-000752	2	5	353554512	
0001104659-25-077418	0	137	838085639	
0001941040-25-000481	0	1250	9581611299	
0002054682-25-000005	0	73	207380900	N
0000943663-25-000218	0	8	455141897	
0001398344-25-015226	0	117	379364322	
0001462390-25-000018	0	102	152589767	N
0001437749-25-026425	0	308	166293866	N
0001879898-25-000006	4	15	858771418	
0001629984-25-000006	0	34	260050879	N
0001322613-25-000005	0	27	415837	N
0001085146-25-005005	0	261	1210274653	N
0001104659-25-077409	0	181	995918768	
0000943663-25-000216	0	100	776529433	
0001566475-25-000015	0	2626	56076802590	
0001727827-25-000007	0	430	325456217	N
0000900973-25-000008	3	148	29941487823	N
0001667731-25-001106	0	367	519254379	
0001566475-25-000013	0	2626	56076802590	
0001454502-25-000004	1	10	570775	N
0000913760-25-000168	2	372	193663444	
0001765690-25-000002	0	468	1074694245	N
0000913760-25-000167	2	278	922288432	
0000919079-25-000010	0	1114	156971424045	
0001745796-25-000006	0	47	532851	N
0001831003-25-000005	0	308	370730	N
0000899140-25-000948	0	6	1751677857	
0000913760-25-000166	2	361	187210212	
0000926171-25-000010	4	5709	106763227219	N
0001172661-25-003133	0	240	32586427255	
0001597857-25-000006	1	68	355445360	N
0001599016-25-000004	0	52	316018601	N
0001736225-25-000027	0	1406	11402310	N
0001765380-25-000370	0	441	1108444738	N
0000913760-25-000165	2	264	818990884	
0001172661-25-003132	0	77	656652246	
0000898432-25-000593	0	37	336612649	
0002052590-25-000003	0	56	94194069	N
0002036388-25-000009	0	78	119640856	N
0001377635-25-000008	0	6	27685147	N
0000850529-25-000005	0	986	251889373564	N
0001735513-25-000004	0	436	772365	N
0000919574-25-004541	0	84	236994566	
0001642044-25-000006	1	51	28233	N
0001556008-25-000003	0	8	107508372	N
0001697228-25-000004	0	5	89375018	N
0001535061-25-000005	0	827	3595997278	
0001172661-25-003131	0	4	14708493	
0002052564-25-000004	0	67	198063416	N
0000913760-25-000164	2	400	180833921	
0001999371-25-011223	0	715	4347039680	
0001827734-25-000005	0	24	2099828617	N
0001767366-25-000008	0	57	261190343	
0000913760-25-000163	2	254	743338613	
0000950123-25-007783	0	4	194252064	N
0001172661-25-003130	0	1111	22188732130	
0001085146-25-004997	0	144	240006003	N
0000200724-25-000006	0	512	1191498229	N
0000897101-25-000466	0	127	450375178	
0000913760-25-000162	2	356	177440735	
0001172661-25-003129	0	274	1405016056	
0002006405-25-000004	0	52	59997701	N
0001710537-25-000005	0	1563	296450670	N
0001602476-25-000004	0	89	229419513	N
0002056576-25-000003	0	79	48842610	N
0001965307-25-000004	0	144	124609	N
0002055645-25-000006	0	9	64667389	N
0001011443-25-000031	0	202	4719278337	Y
0001420506-25-001911	0	240	163952901	N
0001590144-25-000006	0	9	16630510	N
0001587281-25-000011	2	345	75735435	N
0001341401-25-000034	0	178	7650162031	N
0000913760-25-000161	2	269	786393853	
0001058470-25-000007	0	189	438255406	N
0001011443-25-000030	0	14	2116172294	
0002057073-25-000005	0	13	79802023	N
0000897069-25-001318	1	1	72628000	Y
0001011443-25-000029	0	1	27822682	
0001769700-25-000006	0	51	208373445	N
0000913760-25-000160	2	440	168117099	
0001883719-25-000006	0	78	135098364	N
0001842361-25-000006	0	26	236341450	N
0001750405-25-000005	0	988	500019318	N
0001172661-25-003128	0	112	106969448	
0001013594-25-000994	0	77	134933296	
0000950123-25-007781	2	4963	131911756550	N
0001816616-25-000005	0	60	2942435964	N
0001376879-25-000006	0	25	7923718	N
0001214659-25-011937	0	168	318820892	
0001214659-25-011936	0	67	82568737	
0001398344-25-015216	1	11	218476860	
0000913760-25-000159	2	262	747006346	
0000310436-25-000004	0	28	33006491	N
0000945621-25-000748	0	129	6498187105	
0001807092-25-000008	0	18	168935796	N
0001104659-25-077368	3	40	1828541	
0001765380-25-000369	0	324	1198620810	N
0001631084-25-000003	0	20	311064197	N
0001741001-25-000007	0	117	186674330	N
0000913760-25-000158	2	587	687193008	
0001039807-25-000006	0	286	1505775	N
0001762068-25-000005	0	107	373518564	N
0001696438-25-000006	0	61	148091887	N
0002008648-25-000003	0	49	163157345	N
0000913760-25-000157	2	111	155060498	
0001062993-25-014268	0	863	12729057637	N
0001172661-25-003127	0	35	1242357913	
0001821219-25-000002	0	20	443380	N
0001085146-25-004993	0	167	1472011798	N
0000860643-25-000004	0	85	9408724979	N
0001998389-25-000006	0	54	192368359	N
0001213900-25-075422	0	3	74273801	
0001172661-25-003126	0	37	141359697	
0001062993-25-014266	0	63	1629448350	N
0001114928-25-000007	0	57	2465003106	N
0000913760-25-000156	2	355	537477086	
0001172661-25-003125	0	83	427434982	
0001172661-25-003124	0	25	1695539182	
0001754960-25-000597	0	22	382760040	N
0001099281-25-000009	0	52	484925755	N
0000913760-25-000155	2	199	191559934	
0002044874-25-000007	0	89	88593498	N
0000929638-25-002988	1	1	613047598	
0000898432-25-000591	1	16	82391669	
0001172661-25-003122	0	92	251515456	
0001172661-25-003121	0	261	4638829584	
0000950123-25-007775	3	552	12599873997	N
0001013594-25-000992	0	24	751966021	
0001765536-25-000007	0	809	4424203456	N
0000913760-25-000154	2	510	611065208	
0000929638-25-002987	1	1	147579391	
0002005369-25-000020	5	2	930229455	
0001172661-25-003120	0	111	402165583	
0001422848-25-000151	2	580	687946402170	N
0001422848-25-000149	2	431	499459087347	N
0000913760-25-000153	2	211	206590992	
0001422848-25-000148	3	287	5205822204	N
0001172661-25-003119	0	7	54313750	
0001359262-25-000005	0	24	998336416	N
0001422848-25-000147	3	148	2610434764	N
0001422848-25-000146	3	301	10294502788	N
0001422848-25-000145	2	443	580563961423	N
0001352272-25-000012	0	21	93080355	
0001172661-25-003118	0	46	213787462	
0001422848-25-000144	3	279	11543651270	N
0000919574-25-004520	1	34	349513717	
0001993888-25-000015	6	2000	98300620504	N
0001422848-25-000143	3	144	561351357	N
0001040188-25-000057	9	3239	155069729031	
0001801573-25-000004	0	64	162154715	N
0001641604-25-000005	0	22	195085871	N
0001172661-25-003117	2	472	1484160819	
0002011184-25-000013	0	176	708698355	N
0000913760-25-000152	2	547	1057847016	
0001420506-25-001904	0	81	295267359	N
0001420506-25-001902	0	16	90685086	N
0002050130-25-000005	0	579	2507914184	N
0001965484-25-000003	0	2898	185577623	N
0001766721-25-000004	0	13	359671696	N
0000913760-25-000151	2	74	186386475	
0001344717-25-000011	0	331	649646185	N
0001439805-25-000007	0	254	2060467	N
0001765595-25-000006	0	119	460597	N
0000913760-25-000150	2	74	186386475	
0001213900-25-075395	0	8	1273606715	
0001986152-25-000060	0	104	197903357	N
0001013234-25-000003	0	109	188480746	N
0001140361-25-030726	0	353	1447371700	
0001740316-25-000003	0	123	434325	N
0002022614-25-000006	0	28	122272738	N
0002052594-25-000006	3	175	3490929679	N
0001376474-25-000743	0	47	154975430	
0001172661-25-003115	0	108	988330426	
0001658020-25-000011	0	210	7083275793	N
0001420506-25-001900	0	15	224350944	N
0000913760-25-000149	2	37	31429579	
0001172661-25-003113	0	73	187126195	
0001172661-25-003112	0	20	187698494	
0001172661-25-003111	3	3046	25668655121	
0001062993-25-014263	0	31	1758722885	N
0001420506-25-001899	0	11	140893129	N
0000897069-25-001316	0	206	837012664	
0001172661-25-003110	0	105	543391869	
0001993485-25-000006	0	70	2573140058	N
0001569137-25-000007	0	104	829948434	N
0001172661-25-003109	0	123	584224795	
0001420506-25-001895	0	420	830713941	N
0001172661-25-003107	0	67	118883435	
0002005369-25-000014	2	111	1932435966	
0001172661-25-003106	0	144	587335519	
0001353394-25-000006	0	22	969178703	N
0001700286-25-000013	1	42	634256996	
0001420506-25-001894	0	46	175374342	N
0000902664-25-003541	0	2	816528300	
0001819581-25-000005	0	98	336582180	
0001556785-25-000025	0	38	5672703847	
0001420506-25-001892	0	69	340345605	N
0002081278-25-000001	0	236	398258044	N
0001584087-25-000019	0	113	217083979	N
0001172661-25-003105	1	1090	8078271194	
0001398344-25-015201	0	285	2205098820	
0000913760-25-000148	2	540	836588603	
0001768824-25-000008	0	13	32041	N
0001172661-25-003103	1	6	543881181	
0001162044-25-000811	0	148	565781679	
0001172661-25-003102	1	51	11681958363	
0001624758-25-000006	1	1786	3000847	N
0001604350-25-000024	0	24	1822375112	
0001376474-25-000742	0	64	287069528	
0001062993-25-014256	0	95	70277732787	N
0001398344-25-015198	2	172	1897300342	
0001942364-25-000004	0	299	2687041836	N
0001951757-25-001081	0	48	188721628	N
0001172661-25-003101	1	221	682956177	
0001104659-25-077329	0	28	136392535	
0001951757-25-001080	0	249	587894808	N
0001951757-25-001079	0	107	142919665	N
0001951757-25-001078	0	366	439322509	N
0001172661-25-003099	0	132	132312541	
0001951757-25-001077	1	110	175968165	N
0001808389-25-000004	0	199	1329829934	N
0001376474-25-000740	0	27	94168097	
0001951757-25-001076	0	114	122061893	N
0001951757-25-001075	0	70	230275643	N
0001951757-25-001074	0	111	689748959	N
0001951757-25-001073	0	87	241748321	N
0001896379-25-000006	0	18	310219262	N
0001398344-25-015195	0	26	287804907	
0001951757-25-001072	0	77	215699263	N
0000904454-25-000412	0	10	1355564277	
0000810265-25-000009	0	3197	75181041	N
0001568303-25-000007	0	368	383177705	N
0000950123-25-007762	0	14	73922171	N
0001765380-25-000368	0	104	118671499	N
0001632968-25-000006	0	137	1267666121	N
0001641864-25-000007	0	55	2915802815	N
0001140361-25-030722	0	237	4697182595	
0001140361-25-030720	14	3070	118313634893	
0001172661-25-003098	0	100	332811292	
0001062993-25-014250	0	73	323053733	N
0001062993-25-014249	0	83	31453340782	N
0001172661-25-003097	1	106	202305593	
0001062993-25-014244	0	80	759083048	N
0001398344-25-015191	0	1092	686924532	
0002059365-25-000005	0	93	132638222	N
0001172661-25-003096	0	60	704857232	
0001427514-25-000005	0	537	3022031855	N
0001214659-25-011913	0	76	126381453	
0001420506-25-001887	0	194	294328039	N
0001062993-25-014242	0	1699	77186128207	N
